,url,num_words,is_political,num_links,title,small_title
136,https://www.bbc.com/news/business#core-navigation,2658,True,331,Business - BBC News,Business - BBC News
137,https://www.bbc.com/news/business-56860392,357,True,114,Cisco boss: Semiconductor shortage 'is a big problem' - BBC News,Cisco boss: Semiconductor shortage 'is a big probl
138,https://www.bbc.com/news/technology-55936011,1312,True,114,How will 'chipageddon' affect you? - BBC News,How will 'chipageddon' affect you? - BBC News
139,https://www.bbc.com/news/business-56878793,707,True,116,Sainsbury's ex-boss buys into grocery app market - BBC News,Sainsbury's ex-boss buys into grocery app market -
140,https://www.bbc.com/news/world-europe-56871403,669,False,112,Vebitcoin: Turkey arrests four people after cryptocurrency collapses - BBC News,Vebitcoin: Turkey arrests four people after crypto
141,https://www.bbc.com/news/scotland/scotland_business,1754,True,357,Scotland business - BBC News,Scotland business - BBC News
142,https://www.bbc.com/news/business-56867752,682,True,115,Brexit: UK and Australia agree 'vast majority' of trade deal - BBC News,Brexit: UK and Australia agree 'vast majority' of 
143,https://www.bbc.com/news/business-56855301,675,False,118,US President Joe Biden to 'propose hiking tax on rich' - BBC News,US President Joe Biden to 'propose hiking tax on r
144,https://www.bbc.com/news/business-56856195,1243,True,120,Covid costs push government borrowing to highest since WW2 - BBC News,Covid costs push government borrowing to highest s
145,https://www.bbc.com/news/business-56856195/#comp-comments-button,1243,True,120,Covid costs push government borrowing to highest since WW2 - BBC News,Covid costs push government borrowing to highest s
146,https://www.bbc.com/news/business-56720044,1575,True,120,Shopping in 10 minutes: The new supermarket battleground - BBC News,Shopping in 10 minutes: The new supermarket battle
147,https://www.bbc.com/news/business-56582456,1589,True,117,Coffee waste: Companies offer up new solutions - BBC News,Coffee waste: Companies offer up new solutions - B
148,https://www.bbc.com/news/business-46149743,1215,False,123,Sir James Dyson: From barrows to billions - BBC News,Sir James Dyson: From barrows to billions - BBC Ne
149,https://www.bbc.com/news/business-56826191,1007,True,115,NIO: 'Tesla killer' wants better US-China cooperation - BBC News,NIO: 'Tesla killer' wants better US-China cooperat
150,https://www.bbc.com/news/business-11876811,295,False,115,BBC World News business headlines - BBC News,BBC World News business headlines - BBC News
151,https://www.bbc.com/news/business-56818957,397,False,123,Shanghai Auto Show: Five electric car brands to look out for in China - BBC News,Shanghai Auto Show: Five electric car brands to lo
152,https://www.bbc.com/news/business-56694618,501,True,132,'I saved my firm by turning my weakness into a strength' - BBC News,'I saved my firm by turning my weakness into a str
153,https://www.bbc.com/news/world-europe-56774645,407,False,126,Covid: Michelin-starred Amsterdam restaurant's €20 takeaway burgers - BBC News,Covid: Michelin-starred Amsterdam restaurant's €20
154,https://www.bbc.com/news/business-56694617,383,True,123,Lockdown eases: How we fit bras at a social distance - BBC News,Lockdown eases: How we fit bras at a social distan
155,https://www.bbc.com/news/business-56859357,1779,True,129,Convicted Post Office workers have names cleared - BBC News,Convicted Post Office workers have names cleared -
156,https://www.bbc.com/news/business-56718036,1197,True,116,Post Office scandal: What the Horizon saga is all about - BBC News,Post Office scandal: What the Horizon saga is all 
157,https://www.bbc.com/news/live/business-47737521/page/2,1701,True,270,Business news stream - BBC News,Business news stream - BBC News
158,https://www.bbc.com/news/live/business-47737521/page/50,1199,True,278,Business news stream - BBC News,Business news stream - BBC News
159,https://www.bbc.com/news/technology#skip-to-content,1865,True,328,Technology - BBC News,Technology - BBC News
160,https://www.bbc.com/news/technology#orb-footer,1865,True,328,Technology - BBC News,Technology - BBC News
161,https://www.bbc.com/news/technology#core-navigation,1865,True,328,Technology - BBC News,Technology - BBC News
162,https://www.bbc.com/news/technology-56854417,764,False,109,Tesla's Autopilot 'tricked' to operate without driver - BBC News,Tesla's Autopilot 'tricked' to operate without dri
163,https://www.bbc.com/news/technology-56859086,1071,False,119,Tech Tent: The audio revolution? - BBC News,Tech Tent: The audio revolution? - BBC News
164,https://www.bbc.com/news/world-us-canada-56857240,664,False,122,Capitol riot: Man accused after Bumble dating app boast - BBC News,Capitol riot: Man accused after Bumble dating app 
165,https://www.bbc.com/news/technology-56859091,1066,True,117,Flubot: Warning over major Android 'package delivery' scam - BBC News,Flubot: Warning over major Android 'package delive
166,https://www.bbc.com/news/technology-56851558,1047,True,118,GCHQ chief warns of tech 'moment of reckoning' - BBC News,GCHQ chief warns of tech 'moment of reckoning' - B
167,https://www.bbc.com/news/technology-56844813,877,True,114,Jack Dorsey and Elon Musk agree on bitcoin's green credentials - BBC News,Jack Dorsey and Elon Musk agree on bitcoin's green
168,https://www.bbc.com/news/technology-56844813/#comp-comments-button,877,True,114,Jack Dorsey and Elon Musk agree on bitcoin's green credentials - BBC News,Jack Dorsey and Elon Musk agree on bitcoin's green
169,https://www.bbc.com/news/technology-56849773,460,False,122,Call of Duty: Warzone goes back to the 1980s - BBC News,Call of Duty: Warzone goes back to the 1980s - BBC
170,https://www.bbc.com/news/technology-56747557,413,False,115,DNA-based robots designed rapidly and other tech news - BBC News,DNA-based robots designed rapidly and other tech n
171,https://www.bbc.com/news/technology-56760734,389,False,115,The One and Only Ivan: How we brought the animals to life - BBC News,The One and Only Ivan: How we brought the animals 
172,https://www.bbc.com/news/technology-56427629,379,False,116,Will NFTs change how we buy our homes? - BBC News,Will NFTs change how we buy our homes? - BBC News
173,https://www.bbc.com/news/technology-56781807,375,False,105,A look at some of the infamous moments at tech events over the years. - BBC News,A look at some of the infamous moments at tech eve
174,https://www.bbc.com/news/business-56831212,771,False,118,Is it the end of the line for landline phones? - BBC News,Is it the end of the line for landline phones? - B
175,https://www.bbc.com/news/business-56561708,1508,False,122,Could electric tattoos be the next step in body art? - BBC News,Could electric tattoos be the next step in body ar
176,https://www.bbc.com/news/technology-56742772,1430,False,106,Amazon: How one cancer patient's story helps explain the Alabama union vote - BBC News,Amazon: How one cancer patient's story helps expla
177,https://www.bbc.com/news/technology-56779244,383,False,115,The Midnight Sky: How we built the visual effects - BBC News,The Midnight Sky: How we built the visual effects 
178,https://www.bbc.com/news/world-europe-56865119,754,True,116,Turkey launches international hunt for cryptocurrency boss - BBC News,Turkey launches international hunt for cryptocurre
179,https://www.bbc.com/news/science-environment-56860998,469,False,121,SpaceX Dragon crew of four astronauts blast off to the International Space Station - BBC News,SpaceX Dragon crew of four astronauts blast off to
180,https://www.bbc.com/news/correspondents/rorycellanjones?intlink_from_url=&link_location=live-reporting-undefined,326,False,118,Rory Cellan-Jones | BBC News,Rory Cellan-Jones | BBC News
181,https://www.bbc.com/news/science-environment-52809202,470,False,123,SpaceX launch: What is it and why is crew 2 going to the ISS? - BBC News,SpaceX launch: What is it and why is crew 2 going 
182,https://www.bbc.com/news/live/technology-47078793/page/2,1143,True,250,Technology news stream - BBC News,Technology news stream - BBC News
183,https://www.bbc.com/news/live/technology-47078793/page/50,1143,True,238,Technology news stream - BBC News,Technology news stream - BBC News
184,https://www.bbc.com/news/science_and_environment#skip-to-content,1934,True,328,Science & Environment - BBC News,Science & Environment - BBC News
185,https://www.bbc.com/news/science_and_environment#orb-footer,1934,True,328,Science & Environment - BBC News,Science & Environment - BBC News
186,https://www.bbc.com/news/science_and_environment#core-navigation,1934,True,328,Science & Environment - BBC News,Science & Environment - BBC News
187,https://www.bbc.com/news/world-latin-america-56847958,786,True,116,Brazil cuts environment budget despite climate summit pledge - BBC News,Brazil cuts environment budget despite climate sum
188,https://www.bbc.com/news/technology-56168844,1561,True,105,Amazon rainforest plots sold via Facebook Marketplace ads - BBC News,Amazon rainforest plots sold via Facebook Marketpl
189,https://www.bbc.com/news/world-latin-america-56190362,330,False,111,An indigenous leader in Brazil trying to protect the Amazon rainforest - BBC News,An indigenous leader in Brazil trying to protect t
190,https://www.bbc.com/news/science-environment-56837927,1294,True,113,Biden: This will be 'decisive decade' for tackling climate change - BBC News,Biden: This will be 'decisive decade' for tackling
191,https://www.bbc.com/news/science-environment-56837927/#comp-comments-button,1294,True,113,Biden: This will be 'decisive decade' for tackling climate change - BBC News,Biden: This will be 'decisive decade' for tackling
192,https://www.bbc.com/news/science-environment-56846728,1064,False,108,Chernobyl radiation damage 'not passed to children' - BBC News,Chernobyl radiation damage 'not passed to children
